liquidity_rank,stock_id,stock_name,industry_category,type,close,volume,volume_thousand_shares,amount,amount_million,transaction,as_of_date
114,3044,健鼎,電子工業,twse,521.0,4781839,4781.84,2488869485,2488.87,7975,2026-05-30
115,2883,凱基金,金融保險,twse,22.5,107714431,107714.43,2407978630,2407.98,13902,2026-05-30
116,6451,訊芯-KY,電子工業,twse,570.0,4136973,4136.97,2374385757,2374.39,6760,2026-05-30
117,3045,台灣大,通信網路業,twse,111.5,21139103,21139.1,2363289026,2363.29,4518,2026-05-30
118,6278,台表科,電子工業,twse,221.0,10538752,10538.75,2330679007,2330.68,11134,2026-05-30
119,2428,興勤,電子工業,twse,292.0,7407540,7407.54,2267966473,2267.97,8834,2026-05-30
120,3036,文曄,電子工業,twse,288.5,7821185,7821.18,2255520730,2255.52,6311,2026-05-30
121,2441,超豐,半導體業,twse,141.5,15708457,15708.46,2236850368,2236.85,14912,2026-05-30
122,1590,亞德客-KY,電機機械,twse,1400.0,1562350,1562.35,2169077765,2169.08,1754,2026-05-30
123,1301,台塑,塑膠工業,twse,47.45,45838760,45838.76,2158997525,2159.0,17639,2026-05-30
124,1513,中興電,電機機械,twse,166.5,12795546,12795.55,2125967089,2125.97,19656,2026-05-30
125,4989,榮科,電子工業,twse,104.5,19360833,19360.83,2053401319,2053.4,14116,2026-05-30
126,3030,德律,其他電子業,twse,405.0,4977039,4977.04,2049965690,2049.97,6314,2026-05-30
127,3149,正達,光電業,twse,71.2,29633211,29633.21,2049126961,2049.13,19248,2026-05-30
128,0052,富邦科技,ETF,twse,61.5,33405675,33405.68,2044710043,2044.71,18839,2026-05-30
129,2426,鼎元,光電業,twse,81.2,24537364,24537.36,2030624673,2030.62,16291,2026-05-30
130,6197,佳必琪,電子工業,twse,297.0,6987775,6987.78,2004765366,2004.77,8361,2026-05-30
131,2369,菱生,半導體業,twse,40.3,48804998,48805.0,1974388416,1974.39,24742,2026-05-30
132,4904,遠傳,通信網路業,twse,94.6,20793915,20793.92,1962631712,1962.63,5692,2026-05-30
133,2485,兆赫,通信網路業,twse,74.2,26575995,26576.0,1956542173,1956.54,17082,2026-05-30
134,2207,和泰車,汽車工業,twse,483.0,4080767,4080.77,1956530944,1956.53,1808,2026-05-30
135,2890,永豐金,金融保險,twse,30.0,64350996,64351.0,1925658948,1925.66,8351,2026-05-30
136,2489,瑞軒,光電業,twse,49.5,37165339,37165.34,1831902852,1831.9,21350,2026-05-30
137,3406,玉晶光,電子工業,twse,603.0,3052679,3052.68,1828748256,1828.75,4316,2026-05-30
138,2492,華新科,電子工業,twse,394.0,4526922,4526.92,1783218722,1783.22,5157,2026-05-30
139,2486,一詮,光電業,twse,264.5,6617064,6617.06,1769665285,1769.67,6717,2026-05-30
140,2374,佳能,電子工業,twse,83.2,20794251,20794.25,1725709621,1725.71,14391,2026-05-30
141,2329,華泰,半導體業,twse,61.1,27262250,27262.25,1680965099,1680.97,19060,2026-05-30
142,5871,中租-KY,其他,twse,107.5,15423401,15423.4,1666123523,1666.12,5568,2026-05-30
143,6831,邁科,電子工業,twse,742.0,2188736,2188.74,1652759512,1652.76,4112,2026-05-30
144,3715,定穎投控,電子工業,twse,173.5,9388270,9388.27,1638850777,1638.85,8112,2026-05-30
145,5880,合庫金,金融保險,twse,22.85,71316116,71316.12,1626081219,1626.08,10201,2026-05-30
146,1609,大亞,電器電纜,twse,39.25,40746891,40746.89,1590350973,1590.35,18279,2026-05-30
147,2609,陽明,航運業,twse,52.7,29776823,29776.82,1573186496,1573.19,10384,2026-05-30
148,8150,南茂,半導體業,twse,113.0,13898178,13898.18,1570494114,1570.49,5326,2026-05-30
149,5269,祥碩,半導體業,twse,1465.0,1052124,1052.12,1543832435,1543.83,4124,2026-05-30
150,1582,信錦,電子工業,twse,119.5,12841930,12841.93,1534432706,1534.43,11056,2026-05-30
151,3019,亞光,光電業,twse,154.0,9863655,9863.66,1528065878,1528.07,8693,2026-05-30
152,2002,中鋼,鋼鐵工業,twse,19.1,79358213,79358.21,1517967595,1517.97,18188,2026-05-30
153,6672,騰輝電子-KY,電子工業,twse,222.5,6842632,6842.63,1514152247,1514.15,7282,2026-05-30
154,3305,昇貿,其他電子業,twse,157.5,9574871,9574.87,1504717812,1504.72,10317,2026-05-30
155,2355,敬鵬,電子工業,twse,65.3,23338036,23338.04,1488133355,1488.13,15305,2026-05-30
156,8210,勤誠,電子工業,twse,1365.0,1081877,1081.88,1466643735,1466.64,2962,2026-05-30
157,8271,宇瞻,半導體業,twse,245.5,5991499,5991.5,1465003696,1465.0,5794,2026-05-30
158,6789,采鈺,半導體業,twse,526.0,2765329,2765.33,1460929394,1460.93,5458,2026-05-30
159,2484,希華,電子工業,twse,54.3,25851618,25851.62,1411312024,1411.31,15376,2026-05-30
160,4967,十銓,半導體業,twse,276.0,4992882,4992.88,1379140624,1379.14,5400,2026-05-30
161,6456,GIS-KY,電子工業,twse,76.5,18360080,18360.08,1371259036,1371.26,11519,2026-05-30
162,4764,雙鍵,化學工業,twse,305.5,4561399,4561.4,1366264858,1366.26,9363,2026-05-30
163,6781,AES-KY,電子工業,twse,1160.0,1162296,1162.3,1364903130,1364.9,3879,2026-05-30
164,1503,士電,電機機械,twse,219.0,6209284,6209.28,1357149194,1357.15,7297,2026-05-30
165,3376,新日興,電子工業,twse,202.5,6564203,6564.2,1335498567,1335.5,6289,2026-05-30
166,1597,直得,電機機械,twse,180.0,7244091,7244.09,1322789857,1322.79,7285,2026-05-30
167,3702,大聯大,電子工業,twse,117.5,11002178,11002.18,1301534051,1301.53,7454,2026-05-30
168,3048,益登,電子工業,twse,72.0,17963876,17963.88,1299013183,1299.01,12506,2026-05-30
169,2354,鴻準,電子工業,twse,60.9,20457567,20457.57,1241581225,1241.58,12986,2026-05-30
170,3714,富采,光電業,twse,72.8,16691159,16691.16,1226182492,1226.18,11645,2026-05-30
171,8016,矽創,半導體業,twse,306.0,4044659,4044.66,1224537736,1224.54,8770,2026-05-30
172,1101,台泥,水泥工業,twse,24.4,49699249,49699.25,1203347116,1203.35,8945,2026-05-30
173,2495,普安,其他電子業,twse,51.5,22833459,22833.46,1170757848,1170.76,13912,2026-05-30
174,6155,鈞寶,電子工業,twse,62.8,17534330,17534.33,1128274792,1128.27,13729,2026-05-30
175,6196,帆宣,電子工業,twse,511.0,2183542,2183.54,1122440788,1122.44,3747,2026-05-30
176,6176,瑞儀,光電業,twse,106.5,10413493,10413.49,1109843242,1109.84,7599,2026-05-30
177,6919,康霈*,化學生技醫療,twse,100.5,10857641,10857.64,1104872551,1104.87,5153,2026-05-30
178,2834,臺企銀,金融保險,twse,16.25,67812568,67812.57,1097301829,1097.3,6682,2026-05-30
179,2363,矽統,半導體業,twse,66.9,16639180,16639.18,1089225105,1089.23,11691,2026-05-30
180,1560,中砂,電機機械,twse,718.0,1503335,1503.34,1078893406,1078.89,3340,2026-05-30
181,5243,乙盛-KY,光電業,twse,126.5,8560150,8560.15,1073382755,1073.38,6583,2026-05-30
182,2801,彰銀,金融保險,twse,20.25,52955720,52955.72,1071790933,1071.79,7692,2026-05-30
183,6830,汎銓,其他電子業,twse,678.0,1539894,1539.89,1068847114,1068.85,4539,2026-05-30
184,9105,泰金寶-DR,存託憑證,twse,8.8,120114525,120114.52,1060808028,1060.81,27919,2026-05-30
185,1319,東陽,汽車工業,twse,95.1,11135579,11135.58,1058002119,1058.0,3604,2026-05-30
186,8033,雷虎,其他,twse,143.0,7357597,7357.6,1047952870,1047.95,6082,2026-05-30
187,4576,大銀微系統,電機機械,twse,266.5,3922511,3922.51,1040833243,1040.83,4767,2026-05-30
188,8131,福懋科,半導體業,twse,73.5,14266624,14266.62,1039842673,1039.84,12842,2026-05-30
189,1563,巧新,汽車工業,twse,66.7,14824089,14824.09,986154466,986.15,8961,2026-05-30
190,3026,禾伸堂,電子工業,twse,641.0,1558340,1558.34,985067195,985.07,2591,2026-05-30
191,2316,楠梓電,電子工業,twse,168.5,5756651,5756.65,973432023,973.43,5781,2026-05-30
192,2467,志聖,電子工業,twse,619.0,1559812,1559.81,970285977,970.29,3266,2026-05-30
193,4919,新唐,半導體業,twse,191.5,5100080,5100.08,966340864,966.34,3923,2026-05-30
194,5876,上海商銀,金融保險,twse,39.75,23187292,23187.29,915032306,915.03,5739,2026-05-30
195,3023,信邦,電子零組件業,twse,315.5,2810486,2810.49,889334714,889.33,3285,2026-05-30
196,8926,台汽電,油電燃氣業,twse,66.6,13091315,13091.32,874576052,874.58,10980,2026-05-30
197,2328,廣宇,電子工業,twse,55.5,15829377,15829.38,872711312,872.71,9209,2026-05-30
198,2402,毅嘉,電子工業,twse,69.4,12426985,12426.98,859438954,859.44,8222,2026-05-30
199,8021,尖點,其他電子業,twse,450.0,1904140,1904.14,849744927,849.74,2693,2026-05-30
200,2455,全新,通信網路業,twse,422.0,2092897,2092.9,849519645,849.52,3003,2026-05-30
201,8454,富邦媒,貿易百貨,twse,231.0,3691482,3691.48,836464805,836.46,8461,2026-05-30
202,1727,中華化,化學生技醫療,twse,94.0,8961547,8961.55,830779283,830.78,8328,2026-05-30
203,3413,京鼎,半導體業,twse,320.0,2582808,2582.81,828575208,828.58,3190,2026-05-30
204,1514,亞力,電機機械,twse,125.5,6371134,6371.13,804716528,804.72,7301,2026-05-30
205,3563,牧德,光電業,twse,826.0,966572,966.57,793262787,793.26,2917,2026-05-30
206,6224,聚鼎,電子零組件業,twse,95.0,8094865,8094.86,778016794,778.02,6823,2026-05-30
207,6861,睿生光電,生技醫療業,twse,440.0,1766201,1766.2,773271034,773.27,2100,2026-05-30
208,2421,建準,電子工業,twse,159.0,4799734,4799.73,762448147,762.45,3952,2026-05-30
209,6944,兆聯實業,綠能環保,twse,946.0,781906,781.91,739117417,739.12,1560,2026-05-30
210,2493,揚博,電子工業,twse,160.0,4547361,4547.36,731760954,731.76,4753,2026-05-30
211,4916,事欣科,電子工業,twse,112.5,6667076,6667.08,729874757,729.87,6321,2026-05-30
212,2027,大成鋼,鋼鐵工業,twse,41.65,17386615,17386.62,728331532,728.33,7513,2026-05-30
213,2615,萬海,航運業,twse,82.0,8878640,8878.64,726721770,726.72,4341,2026-05-30
214,4739,康普,化學工業,twse,108.0,6774903,6774.9,721534866,721.53,4301,2026-05-30
215,2359,所羅門,其他電子業,twse,143.0,4973237,4973.24,711518594,711.52,5106,2026-05-30
216,4977,眾達-KY,通信網路業,twse,210.5,3363536,3363.54,711236920,711.24,3673,2026-05-30
217,6271,同欣電,電子工業,twse,247.0,2842670,2842.67,705922715,705.92,5165,2026-05-30
218,3013,晟銘電,電子工業,twse,122.0,5810970,5810.97,703636867,703.64,5251,2026-05-30
219,6409,旭隼,電子工業,twse,709.0,991985,991.98,700562668,700.56,1608,2026-05-30
220,1524,耿鼎,汽車工業,twse,33.45,20615227,20615.23,697785341,697.79,11351,2026-05-30
221,5284,jpp-KY,其他,twse,451.5,1531179,1531.18,692880597,692.88,2445,2026-05-30
222,7750,新代,電機機械,twse,2390.0,283843,283.84,679994140,679.99,1769,2026-05-30
223,2302,麗正,半導體業,twse,37.5,17610829,17610.83,664863739,664.86,9551,2026-05-30
224,8104,錸寶,光電業,twse,41.15,15570788,15570.79,656235383,656.24,9215,2026-05-30
225,2476,鉅祥,電子零組件業,twse,122.0,5305669,5305.67,652730731,652.73,6649,2026-05-30
226,6005,群益證,金融保險,twse,38.5,17154226,17154.23,646155200,646.16,7969,2026-05-30
227,3135,凌航,半導體業,twse,260.5,2472253,2472.25,645014111,645.01,3188,2026-05-30
228,4915,致伸,電子工業,twse,73.9,8698020,8698.02,642776372,642.78,4854,2026-05-30
229,3005,神基,電子工業,twse,104.0,6037437,6037.44,633726286,633.73,4046,2026-05-30
230,6719,力智,半導體業,twse,247.0,2548395,2548.4,631796265,631.8,3265,2026-05-30
231,2436,偉詮電,半導體業,twse,77.2,8182744,8182.74,631563731,631.56,6575,2026-05-30
232,4927,泰鼎-KY,電子工業,twse,56.2,10967839,10967.84,621458800,621.46,7262,2026-05-30
233,2233,宇隆,汽車工業,twse,353.0,1723074,1723.07,617536398,617.54,2204,2026-05-30
234,1568,倉佑,汽車工業,twse,45.35,13595230,13595.23,615652295,615.65,7618,2026-05-30
235,2548,華固,建材營造,twse,119.5,5111658,5111.66,608601100,608.6,4326,2026-05-30
236,3528,安馳,電子工業,twse,117.5,5404264,5404.26,604612213,604.61,4826,2026-05-30
237,6191,精成科,電子工業,twse,97.0,6146258,6146.26,598146892,598.15,4851,2026-05-30
238,1536,和大,汽車工業,twse,52.8,11270685,11270.68,593234067,593.23,3926,2026-05-30
239,3090,日電貿,電子工業,twse,229.0,2746634,2746.63,593070157,593.07,2809,2026-05-30
240,6605,帝寶,汽車工業,twse,146.0,4018620,4018.62,590254391,590.25,3818,2026-05-30
241,2338,光罩,半導體業,twse,57.9,10061343,10061.34,585458028,585.46,6669,2026-05-30
242,2478,大毅,電子工業,twse,139.0,4217226,4217.23,571804048,571.8,4016,2026-05-30
243,3014,聯陽,半導體業,twse,154.0,3611307,3611.31,548111503,548.11,2672,2026-05-30
244,2855,統一證,金融保險,twse,47.5,11633235,11633.24,545876629,545.88,6136,2026-05-30
245,3033,威健,電子工業,twse,50.3,10625441,10625.44,531916496,531.92,6634,2026-05-30
246,6526,達發,半導體業,twse,659.0,779235,779.24,517530255,517.53,2832,2026-05-30
247,2542,興富發,建材營造,twse,41.95,12369851,12369.85,517370388,517.37,7503,2026-05-30
248,4566,時碩工業,電機機械,twse,70.2,7407180,7407.18,516418320,516.42,5409,2026-05-30
249,1711,永光,化學工業,twse,49.1,10533672,10533.67,515343341,515.34,6924,2026-05-30
250,6414,樺漢,電腦及週邊設備業,twse,360.5,1434857,1434.86,514601118,514.6,1632,2026-05-30
251,6209,今國光,光電業,twse,81.7,6317834,6317.83,513398093,513.4,4361,2026-05-30
252,6505,台塑化,油電燃氣業,twse,51.4,9994125,9994.12,509441539,509.44,5003,2026-05-30
253,2498,宏達電,通信網路業,twse,45.25,11262791,11262.79,508773068,508.77,5754,2026-05-30
254,8070,長華*,電子通路業,twse,52.5,9772984,9772.98,508190184,508.19,5832,2026-05-30
255,3532,台勝科,半導體業,twse,319.0,1580500,1580.5,504179500,504.18,1299,2026-05-30
256,7610,聯友金屬-創,創新板股票,twse,1475.0,338129,338.13,497140860,497.14,1108,2026-05-30
257,1795,美時,化學生技醫療,twse,195.0,2537339,2537.34,495345114,495.35,2564,2026-05-30
258,5285,界霖,半導體業,twse,90.1,5421694,5421.69,494138493,494.14,4409,2026-05-30
259,6443,元晶,光電業,twse,40.7,12008262,12008.26,487834084,487.83,6880,2026-05-30
260,6215,和椿,其他電子業,twse,127.5,3791740,3791.74,486357214,486.36,3668,2026-05-30
261,1476,儒鴻,紡織纖維,twse,342.5,1411037,1411.04,482150304,482.15,1529,2026-05-30
262,7711,永擎,電子工業,twse,402.5,1213577,1213.58,479963771,479.96,2219,2026-05-30
263,2388,威盛,半導體業,twse,76.9,6298461,6298.46,479659632,479.66,4746,2026-05-30
264,2371,大同,電機機械,twse,29.8,16038302,16038.3,474764224,474.76,6517,2026-05-30
265,2385,群光,電子工業,twse,135.5,3427065,3427.06,464117117,464.12,2511,2026-05-30
266,6141,柏承,電子工業,twse,46.0,10248368,10248.37,461390647,461.39,5581,2026-05-30
267,2105,正新,橡膠工業,twse,32.4,14014732,14014.73,452023921,452.02,6512,2026-05-30
268,1522,堤維西,汽車工業,twse,34.55,13169308,13169.31,451968225,451.97,7570,2026-05-30
269,2645,長榮航太,航運業,twse,166.5,2658589,2658.59,444450824,444.45,5512,2026-05-30
270,7822,倍利科,電子工業,twse,1075.0,410001,410.0,443673785,443.67,3439,2026-05-30
271,1409,新纖,紡織纖維,twse,22.8,18564858,18564.86,423278575,423.28,4685,2026-05-30
272,3380,明泰,通信網路業,twse,38.6,10992438,10992.44,419405571,419.41,6376,2026-05-30
273,8163,達方,電子工業,twse,39.3,10405996,10406.0,406932822,406.93,6382,2026-05-30
274,2352,佳世達,電子工業,twse,28.9,14114479,14114.48,402596060,402.6,6344,2026-05-30
275,3645,達邁,電子工業,twse,106.5,3804754,3804.75,401771924,401.77,3370,2026-05-30
276,4540,全球傳動,電機機械,twse,68.6,5876432,5876.43,399266645,399.27,4422,2026-05-30
277,2458,義隆,半導體業,twse,162.0,2420522,2420.52,391714470,391.71,2166,2026-05-30
278,6235,華孚,電腦及週邊設備業,twse,45.0,8756834,8756.83,389027718,389.03,5141,2026-05-30
279,2634,漢翔,航運業,twse,47.0,8138912,8138.91,383828605,383.83,4738,2026-05-30
280,3167,大量,電機機械,twse,795.0,478772,478.77,382571091,382.57,1540,2026-05-30
281,1477,聚陽,紡織纖維,twse,216.5,1746467,1746.47,379880119,379.88,1929,2026-05-30
282,3257,虹冠電,半導體業,twse,68.8,5484453,5484.45,377029795,377.03,4721,2026-05-30
283,2606,裕民,航運業,twse,69.0,5406350,5406.35,375853442,375.85,4304,2026-05-30
284,8114,振樺電,電子工業,twse,246.0,1504598,1504.6,373450875,373.45,6169,2026-05-30
285,6472,保瑞,生技醫療業,twse,346.0,1079165,1079.16,372592838,372.59,2002,2026-05-30
286,8464,億豐,其他,twse,317.5,1162750,1162.75,369698123,369.7,1201,2026-05-30
287,8103,瀚荃,電子工業,twse,111.5,3333458,3333.46,364874325,364.87,3961,2026-05-30
288,1809,中釉,玻璃陶瓷,twse,43.55,8472822,8472.82,360429767,360.43,5441,2026-05-30
289,7827,漢康-KY創,,,137.0,2545365,2545.36,354915327,354.92,745,2026-05-30
290,6862,三集瑞-KY,電子工業,twse,224.5,1577735,1577.74,353656960,353.66,1222,2026-05-30
291,3209,全科,電子工業,twse,76.1,4576445,4576.44,350580115,350.58,3967,2026-05-30
292,2365,昆盈,電子工業,twse,38.7,9067101,9067.1,345723706,345.72,4014,2026-05-30
293,2208,台船,航運業,twse,17.75,19111096,19111.1,343289376,343.29,4287,2026-05-30
294,2812,台中銀,金融保險,twse,18.45,18546027,18546.03,342366179,342.37,8238,2026-05-30
295,2401,凌陽,半導體業,twse,30.0,11222420,11222.42,338262080,338.26,5756,2026-05-30
296,2399,映泰,電子工業,twse,47.9,6976008,6976.01,337517973,337.52,4178,2026-05-30
297,5388,中磊,通信網路業,twse,86.7,3895386,3895.39,336103473,336.1,2711,2026-05-30
298,2347,聯強,電子工業,twse,85.9,3864739,3864.74,334269062,334.27,2892,2026-05-30
299,8473,山林水,其他,twse,50.4,6820723,6820.72,333280588,333.28,6122,2026-05-30
300,2406,國碩,光電業,twse,34.55,9814389,9814.39,332315905,332.32,6661,2026-05-30
301,9938,百和,其他,twse,42.95,7674677,7674.68,329356445,329.36,1250,2026-05-30
302,3515,華擎,電子工業,twse,242.0,1355728,1355.73,328488199,328.49,1647,2026-05-30
303,2405,輔信,電子工業,twse,17.65,18377619,18377.62,325570759,325.57,6782,2026-05-30
304,2605,新興,航運業,twse,30.2,10601528,10601.53,324611085,324.61,3141,2026-05-30
305,5434,崇越,電子工業,twse,453.0,712060,712.06,324107423,324.11,1117,2026-05-30
306,3062,建漢,通信網路業,twse,30.7,10542243,10542.24,320442014,320.44,5553,2026-05-30
307,8081,致新,半導體業,twse,283.0,1127628,1127.63,319623654,319.62,4409,2026-05-30
308,1215,卜蜂,食品工業,twse,125.0,2527763,2527.76,315517433,315.52,3786,2026-05-30
309,9904,寶成,其他,twse,25.45,12333549,12333.55,313250078,313.25,4829,2026-05-30
310,6166,凌華,電子工業,twse,132.0,2365202,2365.2,309577170,309.58,3398,2026-05-30
311,6438,迅得,其他電子類,tpex,175.0,1754175,1754.18,308808427,308.81,7167,2026-05-30
312,3576,聯合再生,光電業,twse,18.35,16566421,16566.42,304076335,304.08,6361,2026-05-30
313,3704,合勤控,通信網路業,twse,46.35,6329719,6329.72,292801272,292.8,3611,2026-05-30
314,4526,東台,電機機械,twse,38.95,7405636,7405.64,291395557,291.4,4741,2026-05-30
315,2637,慧洋-KY,航運業,twse,75.3,3827034,3827.03,290520848,290.52,2673,2026-05-30
316,4912,聯德控股-KY,電子工業,twse,115.0,2573868,2573.87,289705087,289.71,4560,2026-05-30
317,5469,瀚宇博,電子工業,twse,85.2,3367390,3367.39,288436054,288.44,2326,2026-05-30
318,4571,鈞興-KY,電機機械,twse,222.0,1302155,1302.16,287375256,287.38,1450,2026-05-30
319,1312,國喬,塑膠工業,twse,11.35,25578121,25578.12,287052248,287.05,7039,2026-05-30
320,9802,鈺齊-KY,其他,twse,73.6,3878184,3878.18,285558306,285.56,659,2026-05-30
321,2332,友訊,通信網路業,twse,16.95,16845339,16845.34,285121648,285.12,5419,2026-05-30
322,9910,豐泰,其他,twse,70.2,4100850,4100.85,283150618,283.15,2415,2026-05-30
323,5234,達興材料,光電業,twse,409.0,670462,670.46,274319217,274.32,1592,2026-05-30
324,2241,艾姆勒,電機機械,twse,34.55,7645254,7645.25,272039338,272.04,4529,2026-05-30
325,2362,藍天,電子工業,twse,44.05,6210848,6210.85,269259864,269.26,3921,2026-05-30
326,6753,龍德造船,航運業,twse,128.5,2066885,2066.89,265658703,265.66,1536,2026-05-30
327,5471,松翰,半導體業,twse,54.1,4892496,4892.5,265151472,265.15,3398,2026-05-30
328,2331,精英,電子工業,twse,22.2,11905864,11905.86,259332737,259.33,3864,2026-05-30
329,1608,華榮,電器電纜,twse,34.5,7478284,7478.28,257513216,257.51,3521,2026-05-30
330,6658,聯策,其他電子業,twse,220.0,1140367,1140.37,253261329,253.26,1222,2026-05-30
331,2731,雄獅,觀光事業,twse,167.5,1510505,1510.5,252068472,252.07,1366,2026-05-30
332,6691,洋基工程,其他電子業,twse,650.0,389388,389.39,251970690,251.97,885,2026-05-30
333,2342,茂矽,半導體業,twse,42.8,5841696,5841.7,251357222,251.36,3700,2026-05-30
334,7740,熙特爾-創,創新板股票,twse,185.0,1313126,1313.13,251132049,251.13,1480,2026-05-30
335,2439,美律,通信網路業,twse,91.8,2729921,2729.92,250965450,250.97,2529,2026-05-30
336,4585,達明,電子工業,twse,350.5,713779,713.78,248459458,248.46,1543,2026-05-30
337,6206,飛捷,電子工業,twse,137.5,1778545,1778.54,246250631,246.25,1656,2026-05-30
338,3055,蔚華科,電子通路業,twse,108.0,2265445,2265.45,244047768,244.05,2297,2026-05-30
339,3028,增你強,電子工業,twse,81.5,2980755,2980.76,243456449,243.46,2280,2026-05-30
340,6589,台康生技,生技醫療業,twse,42.15,5758323,5758.32,242035717,242.04,1027,2026-05-30
341,2006,東和鋼鐵,鋼鐵工業,twse,67.6,3585466,3585.47,241171504,241.17,2238,2026-05-30
