experiment_id,registered_at,run_id,config_hash,summary_path,equity_path,period_start,period_end,observations,trial_count,cagr,sharpe,benchmark_sharpe,max_drawdown,trades,psr,dsr,replacement_switch_net_pnl,replacement_cost_gate_rejections,notes
rank_portfolio_production_v1,2026-06-30T13:32:24,manual_phase6_validation,manual,trading_code_ml\results\rank_portfolio_optimized_risk_long_20pct_norebalance\rank_portfolio_summary.json,trading_code_ml\results\rank_portfolio_optimized_risk_long_20pct_norebalance\rank_portfolio_equity.csv,2013-05-08,2026-06-29,3210,6,0.3152052744863098,1.2522790119930036,1.0956633104508666,0.343275241229189,2596,0.9999999947511496,1.0,1655482.1180360771,543,phase6 validation
official_rank_portfolio,2026-06-30T14:14:01,20260629_20260630_134927_prod,sha256:3465b1265fb586109894068d3bdb4460b57d8f593126d806f65e24e36bd31ac4,trading_code_ml/results/rank_portfolio_optimized_risk_long_20pct_norebalance/rank_portfolio_summary.json,trading_code_ml/results/rank_portfolio_optimized_risk_long_20pct_norebalance/rank_portfolio_equity.csv,2013-05-08,2026-06-29,3210,6,0.31520527448630986,1.2522790119930036,1.0956633104508666,0.34327524122918907,2596,0.9999999947511495,1.0,1655482.1180360771,543,daily official production run
